citation_target_id	normalized_source_key	matched_local_file_id	matched_batch_id	matched_file_name	matched_canonical_file_name	matched_ocr_text_path	matched_metadata_path	match_status	match_confidence	match_basis	ocr_status	needs_ocr	needs_manual_file_hunt	notes
corpus-citation-target-0054	fam-raw-ba-139-140							no_local_candidate_found	low			false	true	
corpus-citation-target-0055	fam-raw-ba-141							no_local_candidate_found	low			false	true	
corpus-citation-target-0056	fam-raw-ba-142							no_local_candidate_found	low			false	true	
corpus-citation-target-0057	fam-raw-ba-143-144							no_local_candidate_found	low			false	true	
corpus-citation-target-0058	fam-raw-ba-145							no_local_candidate_found	low			false	true	
corpus-citation-target-0059	fam-raw-ba-146							no_local_candidate_found	low			false	true	
corpus-citation-target-0060	fam-raw-ba-147							no_local_candidate_found	low			false	true	
corpus-citation-target-0061	fam-raw-ba-149							no_local_candidate_found	low			false	true	
corpus-citation-target-0062	fam-raw-ba-150							no_local_candidate_found	low			false	true	
corpus-citation-target-0063	fam-raw-ba-151-152							no_local_candidate_found	low			false	true	
corpus-citation-target-0064	fam-raw-ba-153							no_local_candidate_found	low			false	true	
corpus-citation-target-0065	fam-raw-ba-154							no_local_candidate_found	low			false	true	
corpus-citation-target-0066	fam-raw-ba-156							no_local_candidate_found	low			false	true	
corpus-citation-target-0067	fam-raw-ba-16							no_local_candidate_found	low			false	true	
corpus-citation-target-0068	fam-raw-ba-162							no_local_candidate_found	low			false	true	
corpus-citation-target-0069	fam-raw-ba-164							no_local_candidate_found	low			false	true	
corpus-citation-target-0070	fam-raw-ba-165							no_local_candidate_found	low			false	true	
corpus-citation-target-0071	fam-raw-ba-166-167							no_local_candidate_found	low			false	true	
corpus-citation-target-0072	fam-raw-ba-168							no_local_candidate_found	low			false	true	
corpus-citation-target-0073	fam-raw-ba-169							no_local_candidate_found	low			false	true	
corpus-citation-target-0074	fam-raw-ba-170							no_local_candidate_found	low			false	true	
corpus-citation-target-0075	fam-raw-ba-174							no_local_candidate_found	low			false	true	
corpus-citation-target-0076	fam-raw-ba-177							no_local_candidate_found	low			false	true	
corpus-citation-target-0077	fam-raw-ba-179							no_local_candidate_found	low			false	true	
corpus-citation-target-0078	fam-raw-ba-18							no_local_candidate_found	low			false	true	
corpus-citation-target-0079	fam-raw-ba-183							no_local_candidate_found	low			false	true	
corpus-citation-target-0080	fam-raw-ba-184							no_local_candidate_found	low			false	true	
corpus-citation-target-0081	fam-raw-ba-185							no_local_candidate_found	low			false	true	
corpus-citation-target-0082	fam-raw-ba-186							no_local_candidate_found	low			false	true	
corpus-citation-target-0083	fam-raw-ba-187							no_local_candidate_found	low			false	true	
corpus-citation-target-0084	fam-raw-ba-188							no_local_candidate_found	low			false	true	
corpus-citation-target-0085	fam-raw-ba-189							no_local_candidate_found	low			false	true	
corpus-citation-target-0086	fam-raw-ba-19							no_local_candidate_found	low			false	true	
corpus-citation-target-0087	fam-raw-ba-190							no_local_candidate_found	low			false	true	
corpus-citation-target-0088	fam-raw-ba-191							no_local_candidate_found	low			false	true	
corpus-citation-target-0089	fam-raw-ba-192							no_local_candidate_found	low			false	true	
corpus-citation-target-0090	fam-raw-ba-193							no_local_candidate_found	low			false	true	
corpus-citation-target-0091	fam-raw-ba-194							no_local_candidate_found	low			false	true	
corpus-citation-target-0092	fam-raw-ba-195							no_local_candidate_found	low			false	true	
corpus-citation-target-0093	fam-raw-ba-197							no_local_candidate_found	low			false	true	
corpus-citation-target-0094	fam-raw-ba-198-199							no_local_candidate_found	low			false	true	
corpus-citation-target-0095	fam-raw-ba-200							no_local_candidate_found	low			false	true	
corpus-citation-target-0096	fam-raw-ba-202							no_local_candidate_found	low			false	true	
corpus-citation-target-0097	fam-raw-ba-209							no_local_candidate_found	low			false	true	
corpus-citation-target-0098	fam-raw-ba-215							no_local_candidate_found	low			false	true	
corpus-citation-target-0099	fam-raw-ba-217							no_local_candidate_found	low			false	true	
corpus-citation-target-0100	fam-raw-ba-225-226							no_local_candidate_found	low			false	true	
corpus-citation-target-0101	fam-raw-ba-228-582							no_local_candidate_found	low			false	true	
corpus-citation-target-0102	fam-raw-ba-229							no_local_candidate_found	low			false	true	
corpus-citation-target-0103	fam-raw-ba-244							no_local_candidate_found	low			false	true	
corpus-citation-target-0104	fam-raw-ba-254							no_local_candidate_found	low			false	true	
corpus-citation-target-0105	fam-raw-ba-27							no_local_candidate_found	low			false	true	
corpus-citation-target-0106	fam-raw-ba-270							no_local_candidate_found	low			false	true	
corpus-citation-target-0107	fam-raw-ba-271-272							no_local_candidate_found	low			false	true	
corpus-citation-target-0108	fam-raw-ba-273							no_local_candidate_found	low			false	true	
corpus-citation-target-0109	fam-raw-ba-274							no_local_candidate_found	low			false	true	
corpus-citation-target-0110	fam-raw-ba-28							no_local_candidate_found	low			false	true	
corpus-citation-target-0111	fam-raw-ba-332							no_local_candidate_found	low			false	true	
corpus-citation-target-0112	fam-raw-ba-34							no_local_candidate_found	low			false	true	
corpus-citation-target-0113	fam-raw-ba-357							no_local_candidate_found	low			false	true	
corpus-citation-target-0114	fam-raw-ba-36							no_local_candidate_found	low			false	true	
corpus-citation-target-0115	fam-raw-ba-39							no_local_candidate_found	low			false	true	
corpus-citation-target-0116	fam-raw-ba-395							no_local_candidate_found	low			false	true	
corpus-citation-target-0117	fam-raw-ba-399							no_local_candidate_found	low			false	true	
corpus-citation-target-0118	fam-raw-ba-41							no_local_candidate_found	low			false	true	
corpus-citation-target-0119	fam-raw-ba-419							no_local_candidate_found	low			false	true	
corpus-citation-target-0120	fam-raw-ba-42							no_local_candidate_found	low			false	true	
corpus-citation-target-0121	fam-raw-ba-428							no_local_candidate_found	low			false	true	
corpus-citation-target-0122	fam-raw-ba-43							no_local_candidate_found	low			false	true	
corpus-citation-target-0123	fam-raw-ba-436-1-2-3-4-5							no_local_candidate_found	low			false	true	
corpus-citation-target-0124	fam-raw-ba-437							no_local_candidate_found	low			false	true	
corpus-citation-target-0125	fam-raw-ba-466							no_local_candidate_found	low			false	true	
corpus-citation-target-0126	fam-raw-ba-47							no_local_candidate_found	low			false	true	
corpus-citation-target-0127	fam-raw-ba-471							no_local_candidate_found	low			false	true	
corpus-citation-target-0128	fam-raw-ba-472							no_local_candidate_found	low			false	true	
corpus-citation-target-0129	fam-raw-ba-474							no_local_candidate_found	low			false	true	
corpus-citation-target-0130	fam-raw-ba-487							no_local_candidate_found	low			false	true	
corpus-citation-target-0131	fam-raw-ba-49							no_local_candidate_found	low			false	true	
corpus-citation-target-0132	fam-raw-ba-494							no_local_candidate_found	low			false	true	
corpus-citation-target-0133	fam-raw-ba-496							no_local_candidate_found	low			false	true	
corpus-citation-target-0134	fam-raw-ba-50							no_local_candidate_found	low			false	true	
corpus-citation-target-0135	fam-raw-ba-508							no_local_candidate_found	low			false	true	
corpus-citation-target-0136	fam-raw-ba-51							no_local_candidate_found	low			false	true	
corpus-citation-target-0137	fam-raw-ba-510							no_local_candidate_found	low			false	true	
corpus-citation-target-0138	fam-raw-ba-52							no_local_candidate_found	low			false	true	
corpus-citation-target-0139	fam-raw-ba-535							no_local_candidate_found	low			false	true	
corpus-citation-target-0140	fam-raw-ba-54							no_local_candidate_found	low			false	true	
corpus-citation-target-0141	fam-raw-ba-545							no_local_candidate_found	low			false	true	
corpus-citation-target-0142	fam-raw-ba-546							no_local_candidate_found	low			false	true	
corpus-citation-target-0143	fam-raw-ba-55-56							no_local_candidate_found	low			false	true	
corpus-citation-target-0144	fam-raw-ba-554							no_local_candidate_found	low			false	true	
corpus-citation-target-0145	fam-raw-ba-57-539							no_local_candidate_found	low			false	true	
corpus-citation-target-0146	fam-raw-ba-574-227							no_local_candidate_found	low			false	true	
corpus-citation-target-0147	fam-raw-ba-58							no_local_candidate_found	low			false	true	
corpus-citation-target-0148	fam-raw-ba-583							no_local_candidate_found	low			false	true	
corpus-citation-target-0149	fam-raw-ba-59							no_local_candidate_found	low			false	true	
corpus-citation-target-0150	fam-raw-ba-595							no_local_candidate_found	low			false	true	
corpus-citation-target-0151	fam-raw-ba-60							no_local_candidate_found	low			false	true	
corpus-citation-target-0152	fam-raw-ba-61							no_local_candidate_found	low			false	true	
corpus-citation-target-0153	fam-raw-ba-62							no_local_candidate_found	low			false	true	
corpus-citation-target-0154	fam-raw-ba-63							no_local_candidate_found	low			false	true	
corpus-citation-target-0155	fam-raw-ba-66							no_local_candidate_found	low			false	true	
corpus-citation-target-0156	fam-raw-ba-67							no_local_candidate_found	low			false	true	
corpus-citation-target-0157	fam-raw-ba-68							no_local_candidate_found	low			false	true	
corpus-citation-target-0158	fam-raw-ba-69							no_local_candidate_found	low			false	true	
corpus-citation-target-0159	fam-raw-ba-7							no_local_candidate_found	low			false	true	
corpus-citation-target-0160	fam-raw-ba-70							no_local_candidate_found	low			false	true	
corpus-citation-target-0161	fam-raw-ba-71							no_local_candidate_found	low			false	true	
corpus-citation-target-0162	fam-raw-ba-72							no_local_candidate_found	low			false	true	
corpus-citation-target-0163	fam-raw-ba-75							no_local_candidate_found	low			false	true	
corpus-citation-target-0164	fam-raw-ba-79							no_local_candidate_found	low			false	true	
corpus-citation-target-0165	fam-raw-ba-80							no_local_candidate_found	low			false	true	
corpus-citation-target-0166	fam-raw-ba-81							no_local_candidate_found	low			false	true	
corpus-citation-target-0167	fam-raw-ba-82							no_local_candidate_found	low			false	true	
corpus-citation-target-0168	fam-raw-ba-83							no_local_candidate_found	low			false	true	
corpus-citation-target-0169	fam-raw-ba-85							no_local_candidate_found	low			false	true	
corpus-citation-target-0170	fam-raw-ba-86							no_local_candidate_found	low			false	true	
corpus-citation-target-0171	fam-raw-ba-88							no_local_candidate_found	low			false	true	
corpus-citation-target-0172	fam-raw-ba-89							no_local_candidate_found	low			false	true	
corpus-citation-target-0173	fam-raw-ba-90							no_local_candidate_found	low			false	true	
corpus-citation-target-0174	fam-raw-ba-93							no_local_candidate_found	low			false	true	
corpus-citation-target-0175	fam-raw-ba-97-492							no_local_candidate_found	low			false	true	
corpus-citation-target-0176	fam-raw-ba-98							no_local_candidate_found	low			false	true	
corpus-citation-target-0177	fam-raw-ba-99							no_local_candidate_found	low			false	true	
corpus-citation-target-0178	fam-raw-ba-bed-b-635-2							no_local_candidate_found	low			false	true	
corpus-citation-target-0179	fam-raw-bed-a							no_local_candidate_found	low			false	true	
corpus-citation-target-0180	fam-raw-bm1-183-184							no_local_candidate_found	low			false	true	
corpus-citation-target-0181	fam-raw-bm1-184							no_local_candidate_found	low			false	true	
corpus-citation-target-0182	fam-raw-bm1-245							no_local_candidate_found	low			false	true	
corpus-citation-target-0183	fam-raw-bm1-250							no_local_candidate_found	low			false	true	
corpus-citation-target-0184	fam-raw-bm1-262-270							no_local_candidate_found	low			false	true	
corpus-citation-target-0185	fam-raw-bm1-270-279							no_local_candidate_found	low			false	true	
corpus-citation-target-0186	fam-raw-bm1-351-352							no_local_candidate_found	low			false	true	
corpus-citation-target-0187	fam-raw-bm1-380							no_local_candidate_found	low			false	true	
corpus-citation-target-0188	fam-raw-bm1-381							no_local_candidate_found	low			false	true	
corpus-citation-target-0189	fam-raw-bm1-420							no_local_candidate_found	low			false	true	
corpus-citation-target-0190	fam-raw-bm1-72							no_local_candidate_found	low			false	true	
corpus-citation-target-0191	fam-raw-bm1-80							no_local_candidate_found	low			false	true	
corpus-citation-target-0192	fam-raw-bm1184							no_local_candidate_found	low			false	true	
corpus-citation-target-0193	fam-raw-bm2-558							no_local_candidate_found	low			false	true	
corpus-citation-target-0194	fam-raw-bm2-760							no_local_candidate_found	low			false	true	
corpus-citation-target-0195	fam-raw-bm2-768							no_local_candidate_found	low			false	true	
corpus-citation-target-0196	fam-raw-bm2-830-838							no_local_candidate_found	low			false	true	
corpus-citation-target-0197	fam-raw-co-pies-list-225							no_local_candidate_found	low			false	true	
corpus-citation-target-0198	fam-raw-copies-list-212							no_local_candidate_found	low			false	true	
corpus-citation-target-0199	fam-raw-copies-list-217							no_local_candidate_found	low			false	true	
corpus-citation-target-0200	fam-raw-copies-list-402-second-inscr							no_local_candidate_found	low			false	true	
corpus-citation-target-0201	fam-raw-cp-a-first-part							no_local_candidate_found	low			false	true	
corpus-citation-target-0202	fam-raw-duroiselle-arasi-1912-hledaung-inscr							multiple_candidates	medium			false	false	Multiple JBRS candidates scored equally on author/year/title overlap.
corpus-citation-target-0203	fam-raw-frasch-coastal-peripheries							no_local_candidate_found	low			false	true	
corpus-citation-target-0204	fam-raw-frasch-mhrj-1998							no_local_candidate_found	low			false	true	
corpus-citation-target-0205	fam-raw-frasch-pagan							no_local_candidate_found	low			false	true	
corpus-citation-target-0206	fam-raw-hla-thamein-bagan-hket							no_local_candidate_found	low			false	true	
corpus-citation-target-0207	fam-raw-htupayon-2							no_local_candidate_found	low			false	true	
corpus-citation-target-0208	fam-raw-htupayon1							no_local_candidate_found	low			false	true	
corpus-citation-target-0209	fam-raw-in-situ							no_local_candidate_found	low			false	true	
corpus-citation-target-0210	fam-raw-iub1							no_local_candidate_found	low			false	true	
corpus-citation-target-0211	fam-raw-iub1-103							no_local_candidate_found	low			false	true	
corpus-citation-target-0212	fam-raw-iub1-106-2-3							no_local_candidate_found	low			false	true	
corpus-citation-target-0213	fam-raw-iub1-120							no_local_candidate_found	low			false	true	
corpus-citation-target-0214	fam-raw-iub1-123							no_local_candidate_found	low			false	true	
corpus-citation-target-0215	fam-raw-iub1-125							no_local_candidate_found	low			false	true	
corpus-citation-target-0216	fam-raw-iub1-126-1002							no_local_candidate_found	low			false	true	
corpus-citation-target-0217	fam-raw-iub1-13-14							no_local_candidate_found	low			false	true	
corpus-citation-target-0218	fam-raw-iub1-146							no_local_candidate_found	low			false	true	
corpus-citation-target-0219	fam-raw-iub1-149							no_local_candidate_found	low			false	true	
corpus-citation-target-0220	fam-raw-iub1-168							no_local_candidate_found	low			false	true	
corpus-citation-target-0221	fam-raw-iub1-173							no_local_candidate_found	low			false	true	
corpus-citation-target-0222	fam-raw-iub1-174							no_local_candidate_found	low			false	true	
corpus-citation-target-0223	fam-raw-iub1-175							no_local_candidate_found	low			false	true	
corpus-citation-target-0224	fam-raw-iub1-176							no_local_candidate_found	low			false	true	
corpus-citation-target-0225	fam-raw-iub1-177							no_local_candidate_found	low			false	true	
corpus-citation-target-0226	fam-raw-iub1-181							no_local_candidate_found	low			false	true	
corpus-citation-target-0227	fam-raw-iub1-183							no_local_candidate_found	low			false	true	
corpus-citation-target-0228	fam-raw-iub1-186							no_local_candidate_found	low			false	true	
corpus-citation-target-0229	fam-raw-iub1-189							no_local_candidate_found	low			false	true	
corpus-citation-target-0230	fam-raw-iub1-191-192-bed-b-597-8							no_local_candidate_found	low			false	true	
corpus-citation-target-0231	fam-raw-iub1-193-194							no_local_candidate_found	low			false	true	
corpus-citation-target-0232	fam-raw-iub1-195-196							no_local_candidate_found	low			false	true	
corpus-citation-target-0233	fam-raw-iub1-197							no_local_candidate_found	low			false	true	
corpus-citation-target-0234	fam-raw-iub1-198-199							no_local_candidate_found	low			false	true	
corpus-citation-target-0235	fam-raw-iub1-200							no_local_candidate_found	low			false	true	
corpus-citation-target-0236	fam-raw-iub1-201-202							no_local_candidate_found	low			false	true	
corpus-citation-target-0237	fam-raw-iub1-203							no_local_candidate_found	low			false	true	
corpus-citation-target-0238	fam-raw-iub1-204							no_local_candidate_found	low			false	true	
corpus-citation-target-0239	fam-raw-iub1-205							no_local_candidate_found	low			false	true	
corpus-citation-target-0240	fam-raw-iub1-206							no_local_candidate_found	low			false	true	
corpus-citation-target-0241	fam-raw-iub1-207							no_local_candidate_found	low			false	true	
corpus-citation-target-0242	fam-raw-iub1-209-211							no_local_candidate_found	low			false	true	
corpus-citation-target-0243	fam-raw-iub1-212							no_local_candidate_found	low			false	true	
corpus-citation-target-0244	fam-raw-iub1-213							no_local_candidate_found	low			false	true	
corpus-citation-target-0245	fam-raw-iub1-216							no_local_candidate_found	low			false	true	
corpus-citation-target-0246	fam-raw-iub1-219-220							no_local_candidate_found	low			false	true	
corpus-citation-target-0247	fam-raw-iub1-222-223							no_local_candidate_found	low			false	true	
corpus-citation-target-0248	fam-raw-iub1-224							no_local_candidate_found	low			false	true	
corpus-citation-target-0249	fam-raw-iub1-225-304							no_local_candidate_found	low			false	true	
corpus-citation-target-0250	fam-raw-iub1-226-305							no_local_candidate_found	low			false	true	
corpus-citation-target-0251	fam-raw-iub1-227-228							no_local_candidate_found	low			false	true	
corpus-citation-target-0252	fam-raw-iub1-253-254							no_local_candidate_found	low			false	true	
corpus-citation-target-0253	fam-raw-iub1-255							no_local_candidate_found	low			false	true	
corpus-citation-target-0254	fam-raw-iub1-257							no_local_candidate_found	low			false	true	
corpus-citation-target-0255	fam-raw-iub1-258							no_local_candidate_found	low			false	true	
corpus-citation-target-0256	fam-raw-iub1-269							no_local_candidate_found	low			false	true	
corpus-citation-target-0257	fam-raw-iub1-271							no_local_candidate_found	low			false	true	
corpus-citation-target-0258	fam-raw-iub1-287							no_local_candidate_found	low			false	true	
corpus-citation-target-0259	fam-raw-iub1-288							no_local_candidate_found	low			false	true	
corpus-citation-target-0260	fam-raw-iub1-291-292							no_local_candidate_found	low			false	true	
corpus-citation-target-0261	fam-raw-iub1-293							no_local_candidate_found	low			false	true	
corpus-citation-target-0262	fam-raw-iub1-294							no_local_candidate_found	low			false	true	
corpus-citation-target-0263	fam-raw-iub1-296							no_local_candidate_found	low			false	true	
corpus-citation-target-0264	fam-raw-iub1-298							no_local_candidate_found	low			false	true	
corpus-citation-target-0265	fam-raw-iub1-299							no_local_candidate_found	low			false	true	
corpus-citation-target-0266	fam-raw-iub1-300							no_local_candidate_found	low			false	true	
corpus-citation-target-0267	fam-raw-iub1-301							no_local_candidate_found	low			false	true	
corpus-citation-target-0268	fam-raw-iub1-302-303							no_local_candidate_found	low			false	true	
corpus-citation-target-0269	fam-raw-iub1-306-307							no_local_candidate_found	low			false	true	
corpus-citation-target-0270	fam-raw-iub1-308							no_local_candidate_found	low			false	true	
corpus-citation-target-0271	fam-raw-iub1-309							no_local_candidate_found	low			false	true	
corpus-citation-target-0272	fam-raw-iub1-32							no_local_candidate_found	low			false	true	
corpus-citation-target-0273	fam-raw-iub1-33							no_local_candidate_found	low			false	true	
corpus-citation-target-0274	fam-raw-iub1-34-35							no_local_candidate_found	low			false	true	
corpus-citation-target-0275	fam-raw-iub1-36							no_local_candidate_found	low			false	true	
corpus-citation-target-0276	fam-raw-iub1-37							no_local_candidate_found	low			false	true	
corpus-citation-target-0277	fam-raw-iub1-38-39							no_local_candidate_found	low			false	true	
corpus-citation-target-0278	fam-raw-iub1-40							no_local_candidate_found	low			false	true	
corpus-citation-target-0279	fam-raw-iub1-47							no_local_candidate_found	low			false	true	
corpus-citation-target-0280	fam-raw-iub1-49							no_local_candidate_found	low			false	true	
corpus-citation-target-0281	fam-raw-iub1-52							no_local_candidate_found	low			false	true	
corpus-citation-target-0282	fam-raw-iub1-67							no_local_candidate_found	low			false	true	
corpus-citation-target-0283	fam-raw-iub1-68							no_local_candidate_found	low			false	true	
corpus-citation-target-0284	fam-raw-iub1-75							no_local_candidate_found	low			false	true	
corpus-citation-target-0285	fam-raw-iub1-78							no_local_candidate_found	low			false	true	
corpus-citation-target-0286	fam-raw-iub1-80							no_local_candidate_found	low			false	true	
corpus-citation-target-0287	fam-raw-iub1-81							no_local_candidate_found	low			false	true	
corpus-citation-target-0288	fam-raw-iub1-86							no_local_candidate_found	low			false	true	
corpus-citation-target-0289	fam-raw-iub1-90							no_local_candidate_found	low			false	true	
corpus-citation-target-0290	fam-raw-iub1-93							no_local_candidate_found	low			false	true	
corpus-citation-target-0291	fam-raw-iub1-94							no_local_candidate_found	low			false	true	
corpus-citation-target-0292	fam-raw-iub1-98							no_local_candidate_found	low			false	true	
corpus-citation-target-0293	fam-raw-iub1-bed-b-600-7							no_local_candidate_found	low			false	true	
corpus-citation-target-0294	fam-raw-iub1184-185							no_local_candidate_found	low			false	true	
corpus-citation-target-0295	fam-raw-iub1bm1-84							no_local_candidate_found	low			false	true	
corpus-citation-target-0296	fam-raw-iub2-132							no_local_candidate_found	low			false	true	
corpus-citation-target-0297	fam-raw-iub2-133							no_local_candidate_found	low			false	true	
corpus-citation-target-0298	fam-raw-iub2-134							no_local_candidate_found	low			false	true	
corpus-citation-target-0299	fam-raw-iub2-135							no_local_candidate_found	low			false	true	
corpus-citation-target-0300	fam-raw-iub2-136							no_local_candidate_found	low			false	true	
corpus-citation-target-0301	fam-raw-iub2-137							no_local_candidate_found	low			false	true	
corpus-citation-target-0302	fam-raw-iub2-138							no_local_candidate_found	low			false	true	
corpus-citation-target-0303	fam-raw-iub2-186-187							no_local_candidate_found	low			false	true	
corpus-citation-target-0304	fam-raw-iub2-197							no_local_candidate_found	low			false	true	
corpus-citation-target-0305	fam-raw-iub2-198							no_local_candidate_found	low			false	true	
corpus-citation-target-0306	fam-raw-iub2-200							no_local_candidate_found	low			false	true	
corpus-citation-target-0307	fam-raw-iub2-202							no_local_candidate_found	low			false	true	
corpus-citation-target-0308	fam-raw-iub2-203							no_local_candidate_found	low			false	true	
corpus-citation-target-0309	fam-raw-iub2-204							no_local_candidate_found	low			false	true	
corpus-citation-target-0310	fam-raw-iub2-205							no_local_candidate_found	low			false	true	
corpus-citation-target-0311	fam-raw-iub2-206							no_local_candidate_found	low			false	true	
corpus-citation-target-0312	fam-raw-iub2-207							no_local_candidate_found	low			false	true	
corpus-citation-target-0313	fam-raw-iub2-209							no_local_candidate_found	low			false	true	
corpus-citation-target-0314	fam-raw-iub2-210							no_local_candidate_found	low			false	true	
corpus-citation-target-0315	fam-raw-iub2-212							no_local_candidate_found	low			false	true	
corpus-citation-target-0316	fam-raw-iub2-225-226							no_local_candidate_found	low			false	true	
corpus-citation-target-0317	fam-raw-iub2-229							no_local_candidate_found	low			false	true	
corpus-citation-target-0318	fam-raw-iub2-231							no_local_candidate_found	low			false	true	
corpus-citation-target-0319	fam-raw-iub2-232							no_local_candidate_found	low			false	true	
corpus-citation-target-0320	fam-raw-iub2-233-bed-b-557-4							no_local_candidate_found	low			false	true	
corpus-citation-target-0321	fam-raw-iub2-250							no_local_candidate_found	low			false	true	
corpus-citation-target-0322	fam-raw-iub2-254							no_local_candidate_found	low			false	true	
corpus-citation-target-0323	fam-raw-iub2-259							no_local_candidate_found	low			false	true	
corpus-citation-target-0324	fam-raw-iub2-260							no_local_candidate_found	low			false	true	
corpus-citation-target-0325	fam-raw-lubeigt-pagan							no_local_candidate_found	low			false	true	
corpus-citation-target-0326	fam-raw-luce-2829							no_local_candidate_found	low			false	true	
corpus-citation-target-0327	fam-raw-luce-c-570							no_local_candidate_found	low			false	true	
corpus-citation-target-0328	fam-raw-luce-files-g-1763							no_local_candidate_found	low			false	true	
corpus-citation-target-0329	fam-raw-luce-g-1899							no_local_candidate_found	low			false	true	
corpus-citation-target-0330	fam-raw-luce-g-1964							no_local_candidate_found	low			false	true	
corpus-citation-target-0331	fam-raw-luce-obep							no_local_candidate_found	low			false	true	
